guidelink,channel_id,channel_slug,channel_name,channel_name_location,channel_name_real,chantype,chancomp,channel_url,chanbouq,chanlcnfta1,chanlcnfta2,chanlcnfta3,chanlcnfox,chanlcnfet,channel_number,chlogo_light,chlogo_dark,channel_group,channel_type,chlogo
1004.fetch.au,1004.fetch.au,1004-fetch-au,beIN Sports 1,beIN Sports 1,beIN Sports 1,HD 720p,,,"[2271, 4009, 3150]",0,0,0,513,157,,https://i.imgur.com/PDoXhVK.png,https://i.imgur.com/PDoXhVK.png,beIN Media Group,Sport,https://i.imgur.com/PDoXhVK.png
1073.fetch.au,1073.fetch.au,1073-fetch-au,Fashion TV,Fashion TV,FashionTV,SD 576i,,,"[3157, 3150]",0,0,0,0,243,,https://i.imgur.com/Yiiubbu.png,https://i.imgur.com/Yiiubbu.png,Michel Adam Lisowski,Entertainment,https://i.imgur.com/Yiiubbu.png
1073.fetch.au,1073.fetch.au,1073-fetch-au,Fashion TV,Fashion TV,FashionTV,SD 576i,,,"[2011, 2010, 2013, 2099, 2016]",0,0,0,151,0,,https://i.imgur.com/Yiiubbu.png,https://i.imgur.com/Yiiubbu.png,Michel Adam Lisowski,Entertainment,https://i.imgur.com/Yiiubbu.png
1073.fetch.au,1073.fetch.au,1073-fetch-au,Fashion TV,Fashion TV,Fashion TV,HD 720p,,,"[2251, 4008, 2016]",0,0,0,151,0,,https://i.imgur.com/Yiiubbu.png,https://i.imgur.com/Yiiubbu.png,Michel Adam Lisowski,Entertainment,https://i.imgur.com/Yiiubbu.png
1073.fetch.au,1073.fetch.au,1073-fetch-au,Fashion TV,Fashion TV,Fashion TV,HD 720p,,,"[3325, 3321]",0,0,0,145,0,,https://i.imgur.com/Yiiubbu.png,https://i.imgur.com/Yiiubbu.png,Michel Adam Lisowski,Entertainment,https://i.imgur.com/Yiiubbu.png
1080797.10play.au,1080797.10play.au,1080797-10play-au,10 Sport,10 Sport,10 Sport,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/WGOzXDK.png,https://i.imgur.com/I8VXHl5.png,10 Network,Sport,https://i.imgur.com/WGOzXDK.png
1080802.10play.au,1080802.10play.au,1080802-10play-au,10 Sport 2,10 Sport 2,10 Sport 2,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/WGOzXDK.png,https://i.imgur.com/I8VXHl5.png,10 Network,Sport,https://i.imgur.com/WGOzXDK.png
1080804.10play.au,1080804.10play.au,1080804-10play-au,10 Sport 3,10 Sport 3,10 Sport 3,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/WGOzXDK.png,https://i.imgur.com/I8VXHl5.png,10 Network,Sport,https://i.imgur.com/WGOzXDK.png
1080806.10play.au,1080806.10play.au,1080806-10play-au,10 Sport 4,10 Sport 4,10 Sport 4,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/WGOzXDK.png,https://i.imgur.com/I8VXHl5.png,10 Network,Sport,https://i.imgur.com/WGOzXDK.png
1082977.10play.au,1082977.10play.au,1082977-10play-au,10 Sport 5,10 Sport 5,10 Sport 5,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/WGOzXDK.png,https://i.imgur.com/I8VXHl5.png,10 Network,Sport,https://i.imgur.com/WGOzXDK.png
1082982.10play.au,1082982.10play.au,1082982-10play-au,10 Sport 6,10 Sport 6,10 Sport 6,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/WGOzXDK.png,https://i.imgur.com/I8VXHl5.png,10 Network,Sport,https://i.imgur.com/WGOzXDK.png
1082987.10play.au,1082987.10play.au,1082987-10play-au,10 Sport 7,10 Sport 7,10 Sport 7,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/WGOzXDK.png,https://i.imgur.com/I8VXHl5.png,10 Network,Sport,https://i.imgur.com/WGOzXDK.png
1082990.10play.au,1082990.10play.au,1082990-10play-au,10 Sport 8,10 Sport 8,10 Sport 8,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/WGOzXDK.png,https://i.imgur.com/I8VXHl5.png,10 Network,Sport,https://i.imgur.com/WGOzXDK.png
1096.fetch.au,1096.fetch.au,1096-fetch-au,GOOD.,GOOD.,GOOD.,SD 576i,,,"[2011, 2010, 2013, 2099, 2016]",0,0,0,182,0,,https://i.imgur.com/G38wXcd.png,https://i.imgur.com/G38wXcd.png,GOOD. (ACC),Entertainment,https://i.imgur.com/G38wXcd.png
1096.fetch.au,1096.fetch.au,1096-fetch-au,GOOD.,GOOD.,,SD 480p,,,"[2251, 4008, 2016, 3321]",0,0,0,182,0,,https://i.imgur.com/G38wXcd.png,https://i.imgur.com/G38wXcd.png,Australian Christian Channel,Entertainment,https://i.imgur.com/G38wXcd.png
1096.fetch.au,1096.fetch.au,1096-fetch-au,GOOD.,GOOD.,GOOD.,HD 720p,,,[3150],0,0,0,0,291,,https://i.imgur.com/G38wXcd.png,https://i.imgur.com/G38wXcd.png,Australian Christian Channel,Entertainment,https://i.imgur.com/G38wXcd.png
10TENSPO,10TENSPO,10TENSPO,10 Sport,10 Sport,,IPTV Stream (variable),,,"[3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010]",0,0,0,0,0,,https://i.imgur.com/WGOzXDK.png,https://i.imgur.com/I8VXHl5.png,10 Network,Test,https://i.imgur.com/WGOzXDK.png
1128.fetch.au,1128.fetch.au,1128-fetch-au,ESPN,ESPN,ESPN,SD 576i,,,"[2011, 2013, 2016]",0,0,0,509,115,,https://i.imgur.com/MCik8cd.png,https://i.imgur.com/MCik8cd.png,ESPN Inc.,Sport,https://i.imgur.com/MCik8cd.png
1128.fetch.au,1128.fetch.au,1128-fetch-au,ESPN HD,ESPN HD,ESPN HD,HD 1080i,,,"[2010, 2099, 2016]",0,0,0,509,115,,https://i.imgur.com/zx9hmgs.png,https://i.imgur.com/puRR487.png,ESPN Inc.,Sport,https://i.imgur.com/zx9hmgs.png
1128.fetch.au,1128.fetch.au,1128-fetch-au,ESPN,ESPN,ESPN,HD 720p,,,"[2251, 4008, 2016]",0,0,0,508,0,,https://i.imgur.com/MCik8cd.png,https://i.imgur.com/MCik8cd.png,ESPN Inc.,Sport,https://i.imgur.com/MCik8cd.png
1128.fetch.au,1128.fetch.au,1128-fetch-au,ESPN,ESPN,ESPN,HD 720p,,,"[3157, 3150]",0,0,0,0,150,,https://i.imgur.com/MCik8cd.png,https://i.imgur.com/MCik8cd.png,ESPN Inc.,Sport,https://i.imgur.com/MCik8cd.png
1128.fetch.au,1128.fetch.au,1128-fetch-au,ESPN,ESPN,ESPN,HD 720p,,,"[2016, 3325, 3323]",0,0,0,508,0,,https://i.imgur.com/MCik8cd.png,https://i.imgur.com/MCik8cd.png,ESPN Inc.,Sport,https://i.imgur.com/MCik8cd.png
1129.fetch.au,1129.fetch.au,1129-fetch-au,ESPN 2,ESPN 2,ESPN2,SD 576i,,,"[2011, 2013, 2016]",0,0,0,510,116,,https://i.imgur.com/vUuKhWZ.png,https://i.imgur.com/vUuKhWZ.png,ESPN Inc.,Sport,https://i.imgur.com/vUuKhWZ.png
1129.fetch.au,1129.fetch.au,1129-fetch-au,ESPN 2 HD,ESPN 2 HD,ESPN2 HD,HD 1080i,,,"[2010, 2099, 2016]",0,0,0,510,116,,https://i.imgur.com/jm6V9bt.png,https://i.imgur.com/Fdqkfpe.png,ESPN Inc.,Sport,https://i.imgur.com/jm6V9bt.png
1129.fetch.au,1129.fetch.au,1129-fetch-au,ESPN 2,ESPN 2,ESPN 2,HD 720p,,,"[2251, 4008, 2016]",0,0,0,509,0,,https://i.imgur.com/vUuKhWZ.png,https://i.imgur.com/vUuKhWZ.png,ESPN Inc.,Sport,https://i.imgur.com/vUuKhWZ.png
1129.fetch.au,1129.fetch.au,1129-fetch-au,ESPN 2,ESPN 2,ESPN 2,HD 720p,,,"[3157, 3150]",0,0,0,0,151,,https://i.imgur.com/vUuKhWZ.png,https://i.imgur.com/vUuKhWZ.png,ESPN Inc.,Sport,https://i.imgur.com/vUuKhWZ.png
1129.fetch.au,1129.fetch.au,1129-fetch-au,ESPN 2,ESPN 2,ESPN2,HD 720p,,,"[3325, 3323]",0,0,0,509,0,,https://i.imgur.com/vUuKhWZ.png,https://i.imgur.com/vUuKhWZ.png,ESPN Inc.,Sport,https://i.imgur.com/vUuKhWZ.png
1175740.10play.au,1175740.10play.au,1175740-10play-au,MovieSphere,MovieSphere,Moviesphere,SD 480p,,,"[3851, 3852, 3853, 3854, 3740, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5055]",0,0,0,0,0,,https://i.imgur.com/zoeaXdJ.png,https://i.imgur.com/KSotTVI.png,Lionsgate Entertainment,Movies,https://i.imgur.com/zoeaXdJ.png
1175746.10play.au,1175746.10play.au,1175746-10play-au,Wicked Tuna,Wicked Tuna,Wicked Tuna,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 3740]",0,0,0,0,0,,https://i.imgur.com/UyMXz4y.png,https://i.imgur.com/hHQ78WN.png,Pilgrim Studios,TV Shows,https://i.imgur.com/UyMXz4y.png
1177243.10play.au,1177243.10play.au,1177243-10play-au,MasterChef,MasterChef,MasterChef,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5009, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/9APHSIK.png,https://i.imgur.com/v84iaEt.png,Banijay,TV Shows,https://i.imgur.com/9APHSIK.png
1177263.10play.au,1177263.10play.au,1177263-10play-au,Judge Judy,Judge Judy,Judge Judy,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/eTfV5Sd.png,https://i.imgur.com/eTfV5Sd.png,Paramount International Networks,TV Shows,https://i.imgur.com/eTfV5Sd.png
1179608.10play.au,1179608.10play.au,1179608-10play-au,True Stories,True Stories,True Stories,SD 480p,,,"[3851, 3852, 3853, 3854, 3740, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5055]",0,0,0,0,0,,https://i.imgur.com/JqFCgbd.png,https://i.imgur.com/JqFCgbd.png,10 Network,Entertainment,https://i.imgur.com/JqFCgbd.png
1182844.10play.au,1182844.10play.au,1182844-10play-au,Nick Toons '90s,Nick Toons '90s,NickToons 90s,SD 480p,,,"[3851, 3852, 3853, 3854, 3740, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5055, 5054, 5009]",714,0,0,0,0,,https://i.imgur.com/0pW1ry2.png,https://i.imgur.com/ZThUrTf.png,Paramount International Networks,Kids & Family,https://i.imgur.com/0pW1ry2.png
1213109.10play.au,1213109.10play.au,1213109-10play-au,Aussie Drama,Aussie Drama,Aussie Drama Pop-Up,SD 480p,,,"[3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5055]",0,0,0,0,0,,https://i.imgur.com/DvftxdF.png,https://i.imgur.com/DvftxdF.png,10 Network,Entertainment,https://i.imgur.com/DvftxdF.png
1213141.10play.au,1213141.10play.au,1213141-10play-au,10 Special Events,10 Special Events,Special Events,SD 480p,,,"[3851, 3852, 3853, 3854, 3740, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5055, 5010]",0,0,0,0,0,,https://i.imgur.com/NHURDVS.png,https://i.imgur.com/V87d5Q8.png,10 Network,Sport,https://i.imgur.com/NHURDVS.png
1215267.10play.au,1215267.10play.au,1215267-10play-au,The Graham Norton Show,The Graham Norton Show,The Graham Norton Show,HD 1080p,,,"[3740, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5055, 5054]",0,0,0,0,0,,https://i.imgur.com/2hgWvR0.png,https://i.imgur.com/2hgWvR0.png,Zoo 55,TV Shows,https://i.imgur.com/2hgWvR0.png
1218607.10play.au,1218607.10play.au,1218607-10play-au,Nature Time,Nature Time,NatureTime,HD 720p,,,"[3851, 3852, 3853, 3854, 3771, 3740]",0,0,0,0,0,,https://i.imgur.com/VNVpOa9.png,https://i.imgur.com/nt747Jy.png,Blue Ant Media,Documentaries,https://i.imgur.com/VNVpOa9.png
1218609.10play.au,1218609.10play.au,1218609-10play-au,Haunt TV,Haunt TV,Haunt TV,HD 720p,,,"[3851, 3852, 3853, 3854, 3771, 3740]",0,0,0,0,0,,https://i.imgur.com/CQFt0Ts.png,https://i.imgur.com/CQFt0Ts.png,Blue Ant Media,Entertainment,https://i.imgur.com/CQFt0Ts.png
1243373.10play.au,1243373.10play.au,1243373-10play-au,MTV Reality,MTV Reality,MTV Reality,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5009, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/svtIjlx.png,https://i.imgur.com/svtIjlx.png,Paramount International Networks,Entertainment,https://i.imgur.com/svtIjlx.png
1243380.10play.au,1243380.10play.au,1243380-10play-au,Teen Nick,Teen Nick,NickTeen,SD 576p,,,"[3851, 3852, 3853, 3854, 3740, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5055, 5009]",715,0,0,0,0,,https://i.imgur.com/6XQsNzP.png,https://i.imgur.com/L81ju0p.png,Paramount International Networks,Kids & Family,https://i.imgur.com/6XQsNzP.png
1243382.10play.au,1243382.10play.au,1243382-10play-au,Nick Toons,Nick Toons,NickToons,SD 576p,,,"[3851, 3852, 3853, 3854, 3740, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5055, 5009]",713,0,0,0,0,,https://i.imgur.com/KhwJTd8.png,https://i.imgur.com/JxMfxvS.png,Paramount International Networks,Kids & Family,https://i.imgur.com/KhwJTd8.png
1243393.10play.au,1243393.10play.au,1243393-10play-au,America's Next Top Model,America's Next Top Model,America's Next Top Model,SD 480p,,,"[3851, 3852, 3853, 3854, 3740, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5055, 5054, 5010]",0,0,0,0,0,,https://i.imgur.com/nprEfh7.png,https://i.imgur.com/C4Kk8rn.png,Paramount International Networks,TV Shows,https://i.imgur.com/nprEfh7.png
1243398.10play.au,1243398.10play.au,1243398-10play-au,48 Hours,48 Hours,48 Hours,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/QOtbkeh.png,https://i.imgur.com/r05rsyX.png,CBS News,TV Shows,https://i.imgur.com/QOtbkeh.png
1243402.10play.au,1243402.10play.au,1243402-10play-au,Diagnosis Murder,Diagnosis Murder,Diagnosis Murder,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/hbQAasH.png,https://i.imgur.com/W6qGahG.png,Paramount International Networks,TV Shows,https://i.imgur.com/hbQAasH.png
1243412.10play.au,1243412.10play.au,1243412-10play-au,Becker,Becker,Becker,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/0cJ6PrE.png,https://i.imgur.com/0cJ6PrE.png,Paramount Television,TV Shows,https://i.imgur.com/0cJ6PrE.png
1243432.10play.au,1243432.10play.au,1243432-10play-au,The Twilight Zone,The Twilight Zone,The Twilight Zone,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/ts0zp7R.png,https://i.imgur.com/masCHmY.png,Paramount International Networks,TV Shows,https://i.imgur.com/ts0zp7R.png
1243443.10play.au,1243443.10play.au,1243443-10play-au,Medical Emergency,Medical Emergency,Medical Emergency,SD 480p,,,"[3851, 3852, 3853, 3854, 3740, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5055]",0,0,0,0,0,,https://i.imgur.com/ltqS1gx.png,https://i.imgur.com/ltqS1gx.png,10 Network,Entertainment,https://i.imgur.com/ltqS1gx.png
1243451.10play.au,1243451.10play.au,1243451-10play-au,Nick Jr. Club,Nick Jr. Club,Nick Jr Club,SD 576p,,,"[3851, 3852, 3853, 3854, 3740, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5055, 5009]",710,0,0,0,0,,https://i.imgur.com/QEGgzRC.png,https://i.imgur.com/2Ep5Bug.png,Paramount International Networks,Kids & Family,https://i.imgur.com/QEGgzRC.png
1245.fetch.au,1245.fetch.au,1245-fetch-au,CNA,CNA,Channel NewsAsia,SD 576i,,,"[3157, 3150, 5011, 5050]",0,0,0,0,279,,https://i.imgur.com/nGUjsqn.png,https://i.imgur.com/MOFsRqn.png,MediaCorp,News,https://i.imgur.com/nGUjsqn.png
1245.fetch.au,1245.fetch.au,1245-fetch-au,CNA,CNA,CNA,HD 1080p,,,"[3325, 3324]",0,0,0,669,0,,https://i.imgur.com/nGUjsqn.png,https://i.imgur.com/MOFsRqn.png,MediaCorp,News,https://i.imgur.com/nGUjsqn.png
1248643.10play.au,1248643.10play.au,1248643-10play-au,South Park,South Park,South Park,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5009, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/o3mkimi.png,https://i.imgur.com/7TRynnO.png,Paramount International Networks,TV Shows,https://i.imgur.com/o3mkimi.png
1265117.10play.au,1265117.10play.au,1265117-10play-au,Seasonal Movies,Seasonal Movies,Seasonal Movies,SD 480p,,,"[3851, 3852, 3853, 3854, 3740, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5055]",0,0,0,0,0,,https://i.imgur.com/3foXcbS.png,https://i.imgur.com/McFkkUQ.png,10 Network,Movies,https://i.imgur.com/3foXcbS.png
1265119.10play.au,1265119.10play.au,1265119-10play-au,The Dog House,The Dog House,The Dog House,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/wFPGa3N.png,https://i.imgur.com/wFPGa3N.png,10 Network,TV Shows,https://i.imgur.com/wFPGa3N.png
1287610.10play.au,1287610.10play.au,1287610-10play-au,10 Sport 9,10 Sport 9,10 Sport 9,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/WGOzXDK.png,https://i.imgur.com/I8VXHl5.png,10 Network,Sport,https://i.imgur.com/WGOzXDK.png
1295971.10play.au,1295971.10play.au,1295971-10play-au,Geordie Shore,Geordie Shore,MTV Geordie Shore,SD 576i,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/idcg3Ry.png,https://i.imgur.com/mkuYlpt.png,Paramount International Networks,TV Shows,https://i.imgur.com/idcg3Ry.png
1295977.10play.au,1295977.10play.au,1295977-10play-au,Ridiculousness,Ridiculousness,MTV Ridiculousness,SD 576i,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/UdVim62.png,https://i.imgur.com/RXoOlow.png,Paramount International Networks,TV Shows,https://i.imgur.com/UdVim62.png
1298975.10play.au,1298975.10play.au,1298975-10play-au,Ghost Hunters,Ghost Hunters,Ghost Hunters,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/57R4q4I.png,https://i.imgur.com/BCMG2AC.png,Pilgrim Studios,TV Shows,https://i.imgur.com/57R4q4I.png
1299016.10play.au,1299016.10play.au,1299016-10play-au,Crime Hunters,Crime Hunters,Crime Hunters,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/aMtml6V.png,https://i.imgur.com/L77J9cw.png,Cineverse Corp.,Entertainment,https://i.imgur.com/aMtml6V.png
1304703.10play.au,1304703.10play.au,1304703-10play-au,Adult Animation,Adult Animation,Adult Animation,SD 480p,,,"[3851, 3852, 3853, 3854, 3740, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5055]",0,0,0,0,0,,https://i.imgur.com/N1YvqY6.png,https://i.imgur.com/N1YvqY6.png,10 Network,Entertainment,https://i.imgur.com/N1YvqY6.png
1305513.10play.au,1305513.10play.au,1305513-10play-au,South Park Themed,South Park Themed,South Park Themed,SD 480p,,,"[3851, 3852, 3853, 3854, 3740, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5055]",0,0,0,0,0,,https://i.imgur.com/o3mkimi.png,https://i.imgur.com/7TRynnO.png,Paramount International Networks,TV Shows,https://i.imgur.com/o3mkimi.png
1308939.10play.au,1308939.10play.au,1308939-10play-au,Good Chef Bad Chef,Good Chef Bad Chef,Good Chef Bad Chef,SD 480p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/FfFhOHy.png,https://i.imgur.com/lOExQIH.png,10 Network,TV Shows,https://i.imgur.com/FfFhOHy.png
1318251.10play.au,1318251.10play.au,1318251-10play-au,Australia's Next Top Model,Australia's Next Top Model,Australia's Next Top Model,SD 576p,,,"[3740, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5055, 5054]",0,0,0,0,0,,https://i.imgur.com/TwYuIGX.png,https://i.imgur.com/B0XWxqd.png,Paramount International Networks,TV Shows,https://i.imgur.com/TwYuIGX.png
1327419.10play.au,1327419.10play.au,1327419-10play-au,Jersey Shore,Jersey Shore,MTV Jersey Shore,SD 576p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5010, 5055, 3740]",0,0,0,0,0,,https://i.imgur.com/rWqxim7.png,https://i.imgur.com/5FE4FZa.png,Paramount International Networks,TV Shows,https://i.imgur.com/rWqxim7.png
1329938.10play.au,1329938.10play.au,1329938-10play-au,SpongeBob SquarePants,SpongeBob SquarePants,SpongeBob SquarePants,SD 576p,,,"[3851, 3852, 3853, 3854, 3740, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5055, 5009]",719,0,0,0,0,,https://i.imgur.com/fFJ4vsY.png,https://i.imgur.com/fFJ4vsY.png,Paramount International Networks,Kids & Family,https://i.imgur.com/fFJ4vsY.png
1330696.10play.au,1330696.10play.au,1330696-10play-au,Friday The 13th,Friday The 13th,Friday The 13th,SD 576i,,,"[3771, 5000, 5001, 5002, 5003, 5004, 5005, 5055, 5054]",0,0,0,0,0,,https://i.imgur.com/h2C17in.png,https://i.imgur.com/CNDkJNX.png,Paramount International Networks,TV Shows,https://i.imgur.com/h2C17in.png
1337.fetch.au,1337.fetch.au,1337-fetch-au,BBC UKTV,BBC UKTV,,HD 720p,,,"[2251, 4008]",0,0,0,105,0,,https://i.imgur.com/vHzbgaC.png,https://i.imgur.com/vHzbgaC.png,BBC Worldwide,Entertainment,https://i.imgur.com/vHzbgaC.png
1337.fetch.au,1337.fetch.au,1337-fetch-au,BBC UKTV,BBC UKTV,UKTV,SD 576i,,,"[2011, 2013, 2016]",0,0,0,105,0,,https://i.imgur.com/vHzbgaC.png,https://i.imgur.com/vHzbgaC.png,BBC Worldwide,Entertainment,https://i.imgur.com/vHzbgaC.png
1337.fetch.au,1337.fetch.au,1337-fetch-au,BBC UKTV +2,BBC UKTV +2,UKTV +2,SD 576i,,,"[2011, 2010, 2013, 2099, 2016]",0,0,0,205,0,,https://i.imgur.com/dlAgFPC.png,https://i.imgur.com/dlAgFPC.png,BBC Worldwide,Entertainment,https://i.imgur.com/dlAgFPC.png
1337.fetch.au,1337.fetch.au,1337-fetch-au,BBC UKTV,BBC UKTV,UKTV,SD 576i,,,"[2016, 3325, 3321]",0,0,0,105,0,,https://i.imgur.com/vHzbgaC.png,https://i.imgur.com/vHzbgaC.png,BBC Worldwide,Entertainment,https://i.imgur.com/vHzbgaC.png
1337.fetch.au,1337.fetch.au,1337-fetch-au,BBC UKTV,BBC UKTV,BBC UKTV,SD 576i,,,"[3157, 3150]",0,0,0,0,112,,https://i.imgur.com/vHzbgaC.png,https://i.imgur.com/vHzbgaC.png,BBC Worldwide,Entertainment,https://i.imgur.com/vHzbgaC.png
1337.fetch.au,1337.fetch.au,1337-fetch-au,BBC UKTV HD,BBC UKTV HD,UKTV HD,HD 1080i,,,"[2010, 2099, 2016]",0,0,0,105,0,,https://i.imgur.com/MuYROcC.png,https://i.imgur.com/MuYROcC.png,BBC Worldwide,Entertainment,https://i.imgur.com/MuYROcC.png
1340640.10play.au,1340640.10play.au,1340640-10play-au,Crime Time,Crime Time,Crime Time,SD 480p,,,"[3851, 3852, 3853, 3854, 3740, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5055]",0,0,0,0,0,,https://i.imgur.com/j6nzj7x.png,https://i.imgur.com/j6nzj7x.png,10 Network,Entertainment,https://i.imgur.com/j6nzj7x.png
1340642.10play.au,1340642.10play.au,1340642-10play-au,World of Survivor,World of Survivor,World Of Survivor,SD 576p,,,"[3851, 3852, 3853, 3854, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5055, 5009, 3740]",0,0,0,0,0,,https://i.imgur.com/QrHNTer.png,https://i.imgur.com/D1ZDLnu.png,Paramount International Networks,TV Shows,https://i.imgur.com/QrHNTer.png
1340659.10play.au,1340659.10play.au,1340659-10play-au,8 Out Of 10 Cats,8 Out Of 10 Cats,8 Out Of 10 Cats,HD 1080p,,,"[3851, 3852, 3853, 3854, 3740, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5055, 5009]",0,0,0,0,0,,https://i.imgur.com/BAAs1ob.png,https://i.imgur.com/IfekFTt.png,10 Network,TV Shows,https://i.imgur.com/BAAs1ob.png
1340668.10play.au,1340668.10play.au,1340668-10play-au,Project Runway,Project Runway,Project Runway,SD 480p,,,"[3851, 3852, 3853, 3854, 3740, 3771, 5000, 5001, 5002, 5003, 5004, 5005, 5054, 5055, 5010]",0,0,0,0,0,,https://i.imgur.com/4thReeY.png,https://i.imgur.com/iQsJCNN.png,10 Network,TV Shows,https://i.imgur.com/4thReeY.png
