guidelink,channel_id,channel_slug,channel_name,channel_name_location,channel_name_real,chantype,chancomp,channel_url,chanbouq,chanlcnfta1,chanlcnfta2,chanlcnfta3,chanlcnfox,chanlcnfet,channel_number,chlogo_light,chlogo_dark,channel_group,channel_type,chlogo
431776auepg.com.au,431776auepg.com.au,431776auepg-com-au,SBS Viceland HD,SBS Viceland HD Queensland,SBS VICELAND HD,HD 1080i,MPEG-4,,"[601, 602, 603, 611, 604, 612, 605, 606, 607, 608, 609, 1002, 1013]",31,0,0,0,0,,https://i.imgur.com/mRIqNZH.png,https://i.imgur.com/igYXVJw.png,Special Broadcasting Service,Free-to-Air,https://i.imgur.com/mRIqNZH.png
431776auepg.com.au,431776auepg.com.au,431776auepg-com-au,SBS Viceland HD,SBS Viceland HD Queensland & NT,SBS VICELAND QLD&NT,HD 1080i,MPEG-4,,"[620, 720, 950, 5029, 5906]",31,0,0,0,0,,https://i.imgur.com/mRIqNZH.png,https://i.imgur.com/igYXVJw.png,Special Broadcasting Service,Free-to-Air,https://i.imgur.com/mRIqNZH.png
431776auepg.com.au,431776auepg.com.au,431776auepg-com-au,SBS Viceland HD,SBS Viceland HD Queensland & NT,SBS VICELAND QLD&NT,HD 1080i,MPEG-4,,"[120, 320, 420, 520, 820]",341,0,0,0,0,,https://i.imgur.com/mRIqNZH.png,https://i.imgur.com/igYXVJw.png,Special Broadcasting Service ,Free-to-Air,https://i.imgur.com/mRIqNZH.png
431781auepg.com.au,431781auepg.com.au,431781auepg-com-au,SBS Viceland HD,SBS Viceland HD South Australia,SBS VICELAND HD,HD 1080i,MPEG-4,,"[102, 501, 518, 519, 505, 1002, 1014, 504]",31,0,0,0,0,,https://i.imgur.com/mRIqNZH.png,https://i.imgur.com/igYXVJw.png,Special Broadcasting Service,Free-to-Air,https://i.imgur.com/mRIqNZH.png
431782auepg.com.au,431782auepg.com.au,431782auepg-com-au,SBS Viceland HD,SBS Viceland HD Western Australia,SBS VICELAND HD,HD 1080i,MPEG-4,,"[801, 803, 810, 811, 804, 805, 802, 1002, 1013]",31,0,0,0,0,,https://i.imgur.com/mRIqNZH.png,https://i.imgur.com/igYXVJw.png,Special Broadcasting Service,Free-to-Air,https://i.imgur.com/mRIqNZH.png
431782auepg.com.au,431782auepg.com.au,431782auepg-com-au,SBS Viceland HD,SBS Viceland HD Western Australia,SBS VICELAND WA,HD 1080i,MPEG-4,,"[820, 950, 5029, 5906]",31,0,0,0,0,,https://i.imgur.com/mRIqNZH.png,https://i.imgur.com/igYXVJw.png,Special Broadcasting Service,Free-to-Air,https://i.imgur.com/mRIqNZH.png
431782auepg.com.au,431782auepg.com.au,431782auepg-com-au,SBS Viceland HD,SBS Viceland HD Western Australia,SBS VICELAND WA,HD 1080i,MPEG-4,,"[120, 320, 420, 520, 620, 720]",361,0,0,0,0,,https://i.imgur.com/mRIqNZH.png,https://i.imgur.com/igYXVJw.png,Special Broadcasting Service ,Free-to-Air,https://i.imgur.com/mRIqNZH.png
431783auepg.com.au,431783auepg.com.au,431783auepg-com-au,SBS Viceland HD,SBS Viceland HD Northern Territory,SBS VICELAND HD,HD 1080i,MPEG-4,,"[701, 704, 702]",31,0,0,0,0,,https://i.imgur.com/mRIqNZH.png,https://i.imgur.com/igYXVJw.png,Special Broadcasting Service,Free-to-Air,https://i.imgur.com/mRIqNZH.png
431784auepg.com.au,431784auepg.com.au,431784auepg-com-au,9Life,9Life Darwin,9Life Darwin,SD 576i,MPEG-2,,[701],94,0,0,0,0,,https://i.imgur.com/udKDQH5.png,https://i.imgur.com/udKDQH5.png,Nine Entertainment Co.,Free-to-Air,https://i.imgur.com/udKDQH5.png
432003auepg.com.au,432003auepg.com.au,432003auepg-com-au,7mateHD,7mateHD Melbourne,7mateHD Melbourne,HD 1080i,MPEG-4,,"[301, 1005]",74,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media,Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432003auepg.com.au,432003auepg.com.au,432003auepg-com-au,7mateHD,7mateHD Albury,7mateHD Albury,HD 1080i,MPEG-4,,[115],64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media (Regional),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432003auepg.com.au,432003auepg.com.au,432003auepg-com-au,7mateHD,7mateHD Ballarat,7mateHD Ballarat,HD 1080i,MPEG-4,,[304],64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media (Regional),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432003auepg.com.au,432003auepg.com.au,432003auepg-com-au,7mateHD,7mateHD Bendigo,7mateHD Bendigo,HD 1080i,MPEG-4,,[305],64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media (Regional),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432003auepg.com.au,432003auepg.com.au,432003auepg-com-au,7mateHD,7mateHD Gippsland,7mateHD Gippsland,HD 1080i,MPEG-4,,[306],64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media (Regional),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432003auepg.com.au,432003auepg.com.au,432003auepg-com-au,7mateHD,7mateHD Shepparton,7mateHD Shepparton,HD 1080i,MPEG-4,,[307],64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media (Regional),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432003auepg.com.au,432003auepg.com.au,432003auepg-com-au,7mateHD,7mateHD Mildura,7mateHD Mildura,HD 1080i,MPEG-4,,[308],64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media (Regional),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432003auepg.com.au,432003auepg.com.au,432003auepg-com-au,7mateHD,7mateHD Victoria,7mateHD,HD 1080i,MPEG-4,,[302],64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media (Regional),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432004auepg.com.au,432004auepg.com.au,432004auepg-com-au,7mateHD,7mateHD Griffith,7mate,HD 1080i,MPEG-4,,[106],63,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,WIN Network (Seven),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432004auepg.com.au,432004auepg.com.au,432004auepg-com-au,7mate,7mate,7mate,SD 576i,MPEG-2,,"[2011, 2010, 2016]",0,0,0,157,0,,https://i.imgur.com/06uzkno.png,https://i.imgur.com/06uzkno.png,Seven West Media,Entertainment,https://i.imgur.com/06uzkno.png
432004auepg.com.au,432004auepg.com.au,432004auepg-com-au,7mateHD,7mateHD Sydney,7mateHD Sydney,HD 1080i,MPEG-4,,"[101, 1005, 103]",74,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media,Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432004auepg.com.au,432004auepg.com.au,432004auepg-com-au,7mate,7mate Sydney,7mate Sydney,HD 1080p,,,"[3851, 3852, 3853, 3854, 3751, 5000, 5001, 3740]",0,0,0,0,0,,https://i.imgur.com/06uzkno.png,https://i.imgur.com/06uzkno.png,Seven West Media,Free-to-Air,https://i.imgur.com/06uzkno.png
432004auepg.com.au,432004auepg.com.au,432004auepg-com-au,7mate,7mate Melbourne,7mate Melbourne,HD 1080p,,,"[3740, 3751, 5000, 5002]",0,0,0,0,0,,https://i.imgur.com/06uzkno.png,https://i.imgur.com/06uzkno.png,Seven West Media,Free-to-Air,https://i.imgur.com/06uzkno.png
432004auepg.com.au,432004auepg.com.au,432004auepg-com-au,7mateHD,7mateHD,7mateHD,HD 1080i,MPEG-4,,"[2010, 2016]",0,0,0,257,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media,Entertainment,https://i.imgur.com/Dm4dXyS.png
432004auepg.com.au,432004auepg.com.au,432004auepg-com-au,7mateHD,7mateHD Canberra,7mateHD Canberra,HD 1080i,MPEG-4,,[201],64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media (Regional),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432004auepg.com.au,432004auepg.com.au,432004auepg-com-au,7mateHD,7mateHD Central Coast,7mateHD Central Coast,HD 1080i,MPEG-4,,[103],64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media (Regional),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432004auepg.com.au,432004auepg.com.au,432004auepg-com-au,7mateHD,7mateHD Coffs Harbour,7mateHD Coffs Harbour,HD 1080i,MPEG-4,,[105],64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media (Regional),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432004auepg.com.au,432004auepg.com.au,432004auepg-com-au,7mateHD,7mateHD Lismore,7mateHD Lismore,HD 1080i,MPEG-4,,[107],64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media (Regional),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432004auepg.com.au,432004auepg.com.au,432004auepg-com-au,7mateHD,7mateHD Orange,7mateHD Orange,HD 1080i,MPEG-4,,"[116, 109]",64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media (Regional),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432004auepg.com.au,432004auepg.com.au,432004auepg-com-au,7mateHD,7mateHD Newcastle,7mateHD Newcastle,HD 1080i,MPEG-4,,[108],64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media (Regional),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432004auepg.com.au,432004auepg.com.au,432004auepg-com-au,7mateHD,7mateHD Tamworth,7mateHD Tamworth,HD 1080i,MPEG-4,,[111],64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media (Regional),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432004auepg.com.au,432004auepg.com.au,432004auepg-com-au,7mateHD,7mateHD Wagga,7mateHD Wagga,HD 1080i,MPEG-4,,[112],64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media (Regional),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432004auepg.com.au,432004auepg.com.au,432004auepg-com-au,7mateHD,7mateHD Wollongong,7mateHD Wollongong,HD 1080i,MPEG-4,,[113],64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media (Regional),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432004auepg.com.au,432004auepg.com.au,432004auepg-com-au,7mateHD,7mateHD Taree,7mateHD Taree,HD 1080i,MPEG-4,,[114],64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media (Regional),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432004auepg.com.au,432004auepg.com.au,432004auepg-com-au,7mate,7mate,7mate [Regional],HD 1080i,MPEG-4,,"[3325, 3330]",0,0,0,257,0,,https://i.imgur.com/06uzkno.png,https://i.imgur.com/06uzkno.png,Seven West Media,Free-to-Air,https://i.imgur.com/06uzkno.png
432004auepg.com.au,432004auepg.com.au,432004auepg-com-au,7mate,7mate,7mate,HD 1080p,,,[3150],0,0,0,0,474,,https://i.imgur.com/06uzkno.png,https://i.imgur.com/06uzkno.png,Seven West Media,Free-to-Air,https://i.imgur.com/06uzkno.png
432005auepg.com.au,432005auepg.com.au,432005auepg-com-au,7mateHD,7mateHD Brisbane,7mateHD Brisbane,HD 1080i,MPEG-4,,"[601, 1005]",74,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media,Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432005auepg.com.au,432005auepg.com.au,432005auepg-com-au,7mateHD,7mateHD Sunshine Coast,7mateHD Sunshine Coast,HD 1080i,MPEG-4,,[606],64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media,Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432005auepg.com.au,432005auepg.com.au,432005auepg-com-au,7mateHD,7mateHD Cairns,7mateHD Cairns,HD 1080i,MPEG-4,,[602],74,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media,Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432005auepg.com.au,432005auepg.com.au,432005auepg-com-au,7mateHD,7mateHD Rockhampton,7mateHD Rockhampton,HD 1080i,MPEG-4,,[605],74,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media,Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432005auepg.com.au,432005auepg.com.au,432005auepg-com-au,7mateHD,7mateHD Mackay,7mateHD Mackay,HD 1080i,MPEG-4,,"[604, 5050]",74,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media,Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432005auepg.com.au,432005auepg.com.au,432005auepg-com-au,7mateHD,7mateHD Toowoomba,7mateHD Toowoomba,HD 1080i,MPEG-4,,[607],64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media,Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432005auepg.com.au,432005auepg.com.au,432005auepg-com-au,7mateHD,7mateHD Townsville,7mateHD Townsville,HD 1080i,MPEG-4,,[608],74,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media,Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432005auepg.com.au,432005auepg.com.au,432005auepg-com-au,7mateHD,7mateHD Wide Bay,7mateHD Wide Bay,HD 1080i,MPEG-4,,[609],74,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media,Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432005auepg.com.au,432005auepg.com.au,432005auepg-com-au,7mate,7mate Regional Qld,7mate Regional Qld,HD 1080p,,,"[3751, 5000, 3740]",0,0,0,0,0,,https://i.imgur.com/06uzkno.png,https://i.imgur.com/06uzkno.png,Seven West Media,Free-to-Air,https://i.imgur.com/06uzkno.png
432005auepg.com.au,432005auepg.com.au,432005auepg-com-au,7mateHD,7mateHD Gold Coast,7mateHD Gold Coast,HD 1080i,MPEG-4,,[603],74,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media,Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432006auepg.com.au,432006auepg.com.au,432006auepg-com-au,7mateHD,7mateHD Mt Gambier/Loxton,7mate,HD 1080i,MPEG-4,,"[518, 519]",63,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,WIN Network (Seven),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432006auepg.com.au,432006auepg.com.au,432006auepg-com-au,7mateHD,7mateHD Adelaide,7mateHD Adelaide,HD 1080i,MPEG-4,,"[501, 1005]",74,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media,Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432007auepg.com.au,432007auepg.com.au,432007auepg-com-au,7mateHD,7mateHD Perth,7mateHD Perth,HD 1080i,MPEG-4,,"[801, 804, 1005]",74,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media,Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432033auepg.com.au,432033auepg.com.au,432033auepg-com-au,SBS World Movies,SBS World Movies,SBS World Movies,HD 720p,,,"[3851, 3852, 3853, 3854, 3745, 5000, 5001, 5002, 5003, 5004, 5005, 5055, 3740, 5054]",0,0,0,0,0,,https://i.imgur.com/wXESQHY.png,https://i.imgur.com/NAfKQF8.png,Special Broadcasting Service,Free-to-Air,https://i.imgur.com/wXESQHY.png
432033auepg.com.au,432033auepg.com.au,432033auepg-com-au,SBS World Movies HD,SBS World Movies HD,SBS World Movies,HD 1080i,MPEG-4,,"[120, 320, 420, 520, 620, 720, 820, 900, 950, 5029, 5908]",32,0,0,0,0,,https://i.imgur.com/1WBWwIf.png,https://i.imgur.com/i9w9wdh.png,Special Broadcasting Service,Free-to-Air,https://i.imgur.com/1WBWwIf.png
432033auepg.com.au,432033auepg.com.au,432033auepg-com-au,SBS World Movies HD,SBS World Movies HD,SBS World Movies,HD 1080i,MPEG-4,,"[2010, 2099, 2016]",0,0,0,432,0,,https://i.imgur.com/1WBWwIf.png,https://i.imgur.com/i9w9wdh.png,Special Broadcasting Service,Movies,https://i.imgur.com/1WBWwIf.png
432033auepg.com.au,432033auepg.com.au,432033auepg-com-au,SBS World Movies HD,SBS World Movies HD New South Wales,SBS World Movies,HD 1080i,MPEG-4,,"[101, 115, 103, 116, 105, 106, 107, 109, 108, 111, 114, 112, 113, 1002, 1014]",32,0,0,0,0,,https://i.imgur.com/1WBWwIf.png,https://i.imgur.com/i9w9wdh.png,Special Broadcasting Service,Free-to-Air,https://i.imgur.com/1WBWwIf.png
432033auepg.com.au,432033auepg.com.au,432033auepg-com-au,SBS World Movies HD,SBS World Movies HD Victoria,SBS World Movies,HD 1080i,MPEG-4,,"[301, 304, 305, 306, 307, 308, 302, 1002, 1014]",32,0,0,0,0,,https://i.imgur.com/1WBWwIf.png,https://i.imgur.com/i9w9wdh.png,Special Broadcasting Service,Free-to-Air,https://i.imgur.com/1WBWwIf.png
432033auepg.com.au,432033auepg.com.au,432033auepg-com-au,SBS World Movies HD,SBS World Movies HD Tasmania,SBS World Movies,HD 1080i,MPEG-4,,"[401, 1002, 402, 1014]",32,0,0,0,0,,https://i.imgur.com/1WBWwIf.png,https://i.imgur.com/i9w9wdh.png,Special Broadcasting Service,Free-to-Air,https://i.imgur.com/1WBWwIf.png
432033auepg.com.au,432033auepg.com.au,432033auepg-com-au,SBS World Movies HD,SBS World Movies HD Aus. Capital Territory,SBS World Movies,HD 1080i,MPEG-4,,"[201, 933]",32,0,0,0,0,,https://i.imgur.com/1WBWwIf.png,https://i.imgur.com/i9w9wdh.png,Special Broadcasting Service,Free-to-Air,https://i.imgur.com/1WBWwIf.png
432033auepg.com.au,432033auepg.com.au,432033auepg-com-au,SBS World Movies,SBS World Movies,SBS World Movies,SD 576i,MPEG-2,,"[2011, 2010, 2013, 2099, 2016]",0,0,0,433,0,,https://i.imgur.com/wXESQHY.png,https://i.imgur.com/NAfKQF8.png,Special Broadcasting Service,Movies,https://i.imgur.com/wXESQHY.png
432033auepg.com.au,432033auepg.com.au,432033auepg-com-au,SBS World Movies,SBS World Movies,SBS World Movies NSW,HD 720p,,,"[3325, 3330]",0,0,0,173,0,,https://i.imgur.com/wXESQHY.png,https://i.imgur.com/NAfKQF8.png,Special Broadcasting Service,Free-to-Air,https://i.imgur.com/wXESQHY.png
432033auepg.com.au,432033auepg.com.au,432033auepg-com-au,SBS World Movies,SBS World Movies,SBS World Movies [Regional],HD 1080i,MPEG-4,,"[3325, 3330]",0,0,0,273,0,,https://i.imgur.com/wXESQHY.png,https://i.imgur.com/NAfKQF8.png,Special Broadcasting Service,Free-to-Air,https://i.imgur.com/wXESQHY.png
432033auepg.com.au,432033auepg.com.au,432033auepg-com-au,SBS World Movies,SBS World Movies,SBS World Movies,HD 720p,,,[3150],0,0,0,0,432,,https://i.imgur.com/wXESQHY.png,https://i.imgur.com/NAfKQF8.png,Special Broadcasting Service,Free-to-Air,https://i.imgur.com/wXESQHY.png
432034auepg.com.au,432034auepg.com.au,432034auepg-com-au,SBS World Movies HD,SBS World Movies HD Northern Territory,SBS World Movies,HD 1080i,MPEG-4,,"[701, 704, 702]",32,0,0,0,0,,https://i.imgur.com/1WBWwIf.png,https://i.imgur.com/i9w9wdh.png,Special Broadcasting Service,Free-to-Air,https://i.imgur.com/1WBWwIf.png
432035auepg.com.au,432035auepg.com.au,432035auepg-com-au,SBS World Movies HD,SBS World Movies HD Qld,SBS World Movies,HD 1080i,MPEG-4,,"[601, 602, 603, 611, 604, 612, 605, 606, 607, 608, 609, 1002, 1013]",32,0,0,0,0,,https://i.imgur.com/1WBWwIf.png,https://i.imgur.com/i9w9wdh.png,Special Broadcasting Service,Free-to-Air,https://i.imgur.com/1WBWwIf.png
432036auepg.com.au,432036auepg.com.au,432036auepg-com-au,SBS World Movies HD,SBS World Movies HD South Australia,SBS World Movies,HD 1080i,MPEG-4,,"[102, 501, 518, 519, 504, 505, 1002, 1014]",32,0,0,0,0,,https://i.imgur.com/1WBWwIf.png,https://i.imgur.com/i9w9wdh.png,Special Broadcasting Service,Free-to-Air,https://i.imgur.com/1WBWwIf.png
432039auepg.com.au,432039auepg.com.au,432039auepg-com-au,SBS World Movies HD,SBS World Movies HD Western Australia,SBS World Movies,HD 1080i,MPEG-4,,"[801, 803, 810, 811, 804, 805, 802, 1002, 1013]",32,0,0,0,0,,https://i.imgur.com/1WBWwIf.png,https://i.imgur.com/i9w9wdh.png,Special Broadcasting Service,Free-to-Air,https://i.imgur.com/1WBWwIf.png
432055auepg.com.au,432055auepg.com.au,432055auepg-com-au,9HD,9HD Wollongong,9HD Wollongong,HD 1080i,MPEG-4,,[113],80,8,0,0,0,,https://i.imgur.com/OitiwvN.png,https://i.imgur.com/OitiwvN.png,WIN Network,Free-to-Air,https://i.imgur.com/OitiwvN.png
432061auepg.com.au,432061auepg.com.au,432061auepg-com-au,9Go!HD,9Go!HD Queensland,9Go!,HD 1080i,MPEG-4,,"[602, 604, 605, 606, 607, 608, 609]",82,0,0,0,0,,https://i.imgur.com/wzeQ46C.png,https://i.imgur.com/wzeQ46C.png,WIN Network,Free-to-Air,https://i.imgur.com/wzeQ46C.png
432219auepg.com.au,432219auepg.com.au,432219auepg-com-au,9Rush,9Rush Sydney,9Rush Sydney,SD 576i,MPEG-2,,"[101, 103]",96,0,0,0,0,,https://i.imgur.com/s267Iyy.png,https://i.imgur.com/s267Iyy.png,Nine Entertainment Co.,Free-to-Air,https://i.imgur.com/s267Iyy.png
432219auepg.com.au,432219auepg.com.au,432219auepg-com-au,9Rush,9Rush Sydney,9Rush Sydney,HD 1080p,,,"[3761, 5000, 5001, 3851, 3852, 3853, 3854, 3740]",0,0,0,0,0,,https://i.imgur.com/s267Iyy.png,https://i.imgur.com/s267Iyy.png,Nine Entertainment Co.,Free-to-Air,https://i.imgur.com/s267Iyy.png
432219auepg.com.au,432219auepg.com.au,432219auepg-com-au,9Rush,9Rush,9Rush,HD 1080p,,,[3150],0,0,0,0,496,,https://i.imgur.com/s267Iyy.png,https://i.imgur.com/s267Iyy.png,Nine Entertainment Co.,Free-to-Air,https://i.imgur.com/s267Iyy.png
432220auepg.com.au,432220auepg.com.au,432220auepg-com-au,9Rush,9Rush Adelaide,9Rush Adelaide,SD 576i,MPEG-2,,"[501, 1003]",96,0,0,0,0,,https://i.imgur.com/s267Iyy.png,https://i.imgur.com/s267Iyy.png,Nine Entertainment Co.,Free-to-Air,https://i.imgur.com/s267Iyy.png
432220auepg.com.au,432220auepg.com.au,432220auepg-com-au,9Rush,9Rush Adelaide,9Rush Adelaide,HD 1080p,,,"[3761, 5000, 5003, 3740]",0,0,0,0,0,,https://i.imgur.com/s267Iyy.png,https://i.imgur.com/s267Iyy.png,Nine Entertainment Co.,Free-to-Air,https://i.imgur.com/s267Iyy.png
432221auepg.com.au,432221auepg.com.au,432221auepg-com-au,9Rush,9Rush Brisbane,9Rush Brisbane,SD 576i,MPEG-2,,"[601, 1003]",96,0,0,0,0,,https://i.imgur.com/s267Iyy.png,https://i.imgur.com/s267Iyy.png,Nine Entertainment Co.,Free-to-Air,https://i.imgur.com/s267Iyy.png
432221auepg.com.au,432221auepg.com.au,432221auepg-com-au,9Rush,9Rush Brisbane,9Rush Brisbane,HD 1080p,,,"[3761, 5000, 5004, 3740]",0,0,0,0,0,,https://i.imgur.com/s267Iyy.png,https://i.imgur.com/s267Iyy.png,Nine Entertainment Co.,Free-to-Air,https://i.imgur.com/s267Iyy.png
432221auepg.com.au,432221auepg.com.au,432221auepg-com-au,9Rush,9Rush Gold Coast,9Rush Gold Coast,SD 576i,MPEG-2,,[603],96,0,0,0,0,,https://i.imgur.com/s267Iyy.png,https://i.imgur.com/s267Iyy.png,Nine Entertainment Co.,Free-to-Air,https://i.imgur.com/s267Iyy.png
432224auepg.com.au,432224auepg.com.au,432224auepg-com-au,9Rush,9Rush Melbourne,9Rush Melbourne,SD 576i,MPEG-2,,"[301, 1003]",96,0,0,0,0,,https://i.imgur.com/s267Iyy.png,https://i.imgur.com/s267Iyy.png,Nine Entertainment Co.,Free-to-Air,https://i.imgur.com/s267Iyy.png
432224auepg.com.au,432224auepg.com.au,432224auepg-com-au,9Rush,9Rush Melbourne,9Rush Melbourne,HD 1080p,,,"[3761, 5000, 5002, 3740]",0,0,0,0,0,,https://i.imgur.com/s267Iyy.png,https://i.imgur.com/s267Iyy.png,Nine Entertainment Co.,Free-to-Air,https://i.imgur.com/s267Iyy.png
432225auepg.com.au,432225auepg.com.au,432225auepg-com-au,9Rush,9Rush Perth,9Rush Perth,SD 576i,MPEG-2,,"[801, 804, 1003]",96,0,0,0,0,,https://i.imgur.com/s267Iyy.png,https://i.imgur.com/s267Iyy.png,Nine Entertainment Co.,Free-to-Air,https://i.imgur.com/s267Iyy.png
432225auepg.com.au,432225auepg.com.au,432225auepg-com-au,9Rush,9Rush Perth,9Rush Perth,HD 1080p,,,"[3740, 3761, 5000, 5005, 5055, 5054]",0,0,0,0,0,,https://i.imgur.com/s267Iyy.png,https://i.imgur.com/s267Iyy.png,Nine Entertainment Co.,Free-to-Air,https://i.imgur.com/s267Iyy.png
432255auepg.com.au,432255auepg.com.au,432255auepg-com-au,7mateHD,7mateHD Gold Coast,7mateHD Gold Coast,HD 1080i,MPEG-4,,[603],64,0,0,0,0,,https://i.imgur.com/Dm4dXyS.png,https://i.imgur.com/Dm4dXyS.png,Seven West Media (Regional),Free-to-Air,https://i.imgur.com/Dm4dXyS.png
432256auepg.com.au,432256auepg.com.au,432256auepg-com-au,Nickelodeon,Nickelodeon,Nickelodeon,SD 576i,MPEG-4,,"[2011, 2010, 2016]",0,0,0,168,0,,https://i.imgur.com/M2m07xr.png,https://i.imgur.com/6MrucrA.png,10 Network,Entertainment,https://i.imgur.com/M2m07xr.png
432256auepg.com.au,432256auepg.com.au,432256auepg-com-au,Nickelodeon,Nickelodeon Sydney,Nickelodeon,SD 576i,MPEG-4,,"[101, 103]",13,0,0,0,0,,https://i.imgur.com/M2m07xr.png,https://i.imgur.com/6MrucrA.png,10 Network,Free-to-Air,https://i.imgur.com/M2m07xr.png
